County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
BROOME,718989,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15675,29,NORTH RD,,,WINDSOR,NY,13865,0,POINT (-75.757680049 42.09611632)
ULSTER,718029,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14385,6280,RT 209,,,KERHONKSON,NY,12446,9300,POINT (-74.297188657 41.7768907)
FRANKLIN,717878,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 15825,2301,STATE RT 37,,,FORT COVINGTON,NY,12937,0,POINT (-74.510976139 44.983566294)
CHAUTAUQUA,717606,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16063,54,W MAIN ST,,,BROCTON,NY,14716,9339,POINT (-79.443523148 42.387482632)
GREENE,717599,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15881,729,RT 32A,,,PALENVILLE,NY,12463,0,POINT (-74.019827626 42.17424207)
DUTCHESS,717457,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15147,1049,VIOLET AVE,,,HYDE PARK,NY,12538,0,POINT (-73.914033675 41.784157516)
SULLIVAN,716799,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15815,4984,ST RT 52,,,JEFFERSONVILLE,NY,12748,0,POINT (-74.941404553 41.775361338)
ORANGE,716798,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15087,1170,ST RT 17K,,,MONTGOMERY,NY,12549,0,POINT (-74.217141398 41.526236716)
WASHINGTON,716206,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16176,1251,RT 29,,,GREENWICH,NY,12834,11560,POINT (-73.508295246 43.09782487)
ONONDAGA,715868,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15408,6523,COLLAMER RD/ ROUTE 298,,,EAST SYRACUSE,NY,13057,9100,POINT (-76.069653396 43.103205088)
ONTARIO,715563,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 15283,7463,RT 5 & 20,,,BLOOMFIELD,NY,14469,0,POINT (-77.441848446 42.896753069)
SARATOGA,714399,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15552,1,DOMINIC DR,,,BALLSTON SPA,NY,12020,0,POINT (-73.851259422 42.98665791)
MADISON,714397,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15844,34,W MAIN ST RT 20,,,MORRISVILLE,NY,13408,0,POINT (-75.649537572 42.899608702)
ERIE,714395,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15900,244,FOREST AVE,,,BUFFALO,NY,14213,7000,POINT (-78.889814456 42.927960741)
CLINTON,714319,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15350,5602,RT 11,,,ELLENBURG CENTER,NY,12934,7200,POINT (-73.843402981 44.892441176)
SULLIVAN,714222,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 15110,3282,ROUTE 209,,,WURTSBORO,NY,12790,91585,POINT (-74.478010456 41.584409)
ORLEANS,713654,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15417,11349,RIDGE RD,,,MEDINA,NY,14103,900,POINT (-78.38926807 43.267430753)
COLUMBIA,713653,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14942,3067,ST HWY 9,,,VALATIE,NY,12184,9300,POINT (-73.687703765 42.434716584)
SCHOHARIE,713615,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14952,681,ROUTE 20,,,SHARON SPRINGS,NY,13459,9158,POINT (-74.608136236 42.785723548)
SULLIVAN,713614,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14958,5687,STATE ROUTE 42,,,FALLSBURG,NY,12733,9339,POINT (-74.605819972 41.731548794)
ONONDAGA,713613,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14963,922,STATE FAIR BLVD,,,GEDDES,NY,13209,7000,POINT (-76.24421357 43.095910695)
OTSEGO,713612,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14992,91,MAIN ST,,,OTEGO,NY,13825,9158,POINT (-75.192477254 42.386665103)
ULSTER,713330,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14739,954,ROUTE 28,,,KINGSTON,NY,12401,6000,POINT (-74.085379222 41.983611985)
ONEIDA,712821,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15168,9501,US ROUTE 20,,,BRIDGEWATER,NY,13313,0,POINT (-75.257546967 42.879160839)
ERIE,712819,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14978,122,S MAIN ST,,,HOLLAND,NY,14080,9111,POINT (-78.538097981 42.639225886)
WAYNE,712243,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15522,1250,RT 104,,,ONTARIO,NY,14519,7798,POINT (-77.320139724 43.225605811)
ERIE,712222,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14886,663,E FERRY ST,,,BUFFALO,NY,14211,2500,POINT (-78.836662629 42.914232986)
OTSEGO,712219,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14993,4892,ST HWY 28,,,COOPERSTOWN,NY,13326,9158,POINT (-74.957988986 42.660083581)
GENESEE,712082,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 14869,111,N MAIN ST,,,OAKFIELD,NY,14125,7200,POINT (-78.275736029 43.069783465)
SARATOGA,711740,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14704,6367,RT 9N,,,HADLEY,NY,12835,10000,POINT (-73.833667065 43.299765663)
ULSTER,711734,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14360,,2419 RT 52,,,PINE BUSH,NY,12566,9339,POINT (-74.299665 41.608545)
ORANGE,710940,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14171,1065,STATE ROUTE 52,,,WALDEN,NY,12586,6000,POINT (-74.173651235 41.562764334)
ONEIDA,710603,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 14466,9070,RT 365,,,HOLLAND PATENT,NY,13354,5000,POINT (-75.28664693 43.233349851)
STEUBEN,710490,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14692,75,S MAIN ST,,,PRATTSBURGH,NY,14873,8000,POINT (-77.288990651 42.518256922)
ERIE,710054,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8338,25,GARDENVILLE PKWY,,,W SENECA,NY,14224,9000,POINT (-78.755177287 42.864819529)
DUTCHESS,709396,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14980,534,MAIN ST,,,POUGHKEEPSIE,NY,12601,0,POINT (-73.917111845 41.700179103)
ONEIDA,709395,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14421,1700,ERIE ST,,,UTICA,NY,13502,0,POINT (-75.255716663 43.109949629)
ERIE,709110,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14652,1618,MAIN ST,,,BUFFALO,NY,14209,0,POINT (-78.862823722 42.917501299)
NIAGARA,709067,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14797,686,LAKE ST RT 425,,,WILSON,NY,14172,9200,POINT (-78.825178835 43.296305488)
SENECA,709066,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6429,2173,ROUTE 96A,,,OVID,NY,14521,0,POINT (-76.821491712 42.680780418)
ERIE,709063,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14802,10607,ERIE RD,,,FARNHAM,NY,14061,8704,POINT (-79.091249359 42.59362653)
CATTARAUGUS,709062,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14922,24,NORTH 1ST STREET,,,ALLEGANY,NY,14706,2200,POINT (-78.498976956 42.095122897)
OSWEGO,708998,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14586,3091,COUNTY ROUTE 26,,,PARISH,NY,13131,8500,POINT (-76.114369508 43.404190011)
FULTON,708993,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14669,111,BELLEN RD,,,BROADALBIN,NY,12025,9000,POINT (-74.211907738 43.047975806)
WAYNE,708896,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14440,3838,WALWORTH MARION RD,,,MARION,NY,14505,10000,POINT (-77.197059367 43.145888437)
TOMPKINS,708891,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14064,169,NORTH ST,,,DRYDEN,NY,13053,0,POINT (-76.298983188 42.502352843)
CLINTON,708232,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14201,4989,SOUTH CATHERINE ST,,,PLATTSBURGH,NY,12901,9339,POINT (-73.458550495 44.688690647)
ONTARIO,708231,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14405,194,NORTH EXCHANGE ST,,,GENEVA,NY,14456,0,POINT (-76.977355926 42.882953022)
WYOMING,708209,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8085,80,SOUTH MAIN ST RT 19,,,WARSAW,NY,14569,6000,POINT (-78.132379669 42.738518162)
SULLIVAN,707838,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14321,1334,ST RT 17B,,,WHITE LAKE,NY,12786,10000,POINT (-74.815228328 41.675288538)
ERIE,707428,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14742,437,TONAWANDA ST,,,BUFFALO,NY,14207,7500,POINT (-78.898486793 42.941460969)
ULSTER,707426,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14176,1973,ULSTER AVE RT 9W,,,LAKE KATRINE,NY,12449,9300,POINT (-73.986685581 41.99096283)
ERIE,707425,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8362,804,WEHRLE DR,,,AMHERST,NY,14221,7300,POINT (-78.753872476 42.949923758)
RENSSELAER,704650,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13920,21428,ST ROUTE 22,,,HOOSICK FALLS,NY,12090,9340,POINT (-73.359981493 42.890316273)
ERIE,704163,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13797,7169,BOSTON ST RD,,,HAMBURG,NY,14075,4000,POINT (-78.757507767 42.678033695)
SCHOHARIE,704152,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13422,4503,NY 30,,,MIDDLEBURGH,NY,12122,9200,POINT (-74.337838122 42.612717698)
ULSTER,703903,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13782,1985,ROUTE 32,,,MODENA,NY,12548,7500,POINT (-74.113301772 41.659704485)
CHENANGO,703429,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE # 13554,5013,SR 8,,,NEW BERLIN,NY,13411,0,POINT (-75.332622423 42.634787291)
YATES,570125,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10301,16,SENECA ST,,,DUNDEE,NY,14837,8500,POINT (-76.975783648 42.523835996)
YATES,570107,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6948,252,LAKE ST PLAZA,,,PENN YAN,NY,14527,7400,POINT (-77.058739931 42.653482279)
WYOMING,560080,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9726,201,S MAIN ST,,,PERRY,NY,14530,7000,POINT (-78.010695138 42.71125992)
WESTCHESTER,552813,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12866,807,WASHINGTON ST,,,PEEKSKILL,NY,10566,9500,POINT (-73.926885898 41.276552058)
WAYNE,540205,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11148,110,WAYNE AVE,,,CLYDE,NY,14433,7130,POINT (-76.868196138 43.087995538)
WAYNE,540182,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10071,7269,RIDGE RD,,,SODUS,NY,14551,8000,POINT (-77.037626084 43.230125417)
WAYNE,540155,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6125,6010,NEW HARTFORD ST,,,WOLCOTT,NY,14590,0,POINT (-76.8146543 43.219573355)
WAYNE,540140,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9109,3906,RT 104 PO BOX 181,,,WILLIAMSON,NY,14589,6100,POINT (-77.195080846 43.232588486)
WAYNE,540136,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8440,604,E MAIN ST,,,PALMYRA,NY,14522,6000,POINT (-77.223304686 43.06284723)
WAYNE,540135,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8643,204,W MILLER ST,,,NEWARK,NY,14513,10000,POINT (-77.098139483 43.045604334)
WASHINGTON,530135,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10980,180,BROADWAY,,,WHITEHALL,NY,12887,3000,POINT (-73.406083618 43.547294092)
WASHINGTON,530126,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10882,1133,STATE RT 22,,,CAMBRIDGE,NY,12816,7000,POINT (-73.37836309 43.018699034)
WASHINGTON,530085,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6184,87,QUAKER ST,,,GRANVILLE,NY,12832,3000,POINT (-73.267012608 43.398426447)
WASHINGTON,530077,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #9556,343,MAIN ST,,,HUDSON FALLS,NY,12839,5000,POINT (-73.578450351 43.31358059)
ULSTER,510809,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12597,1155,RT 32,,,ROSENDALE,NY,12472,8000,POINT (-74.075970703 41.848939653)
ULSTER,510776,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12050,130,BROADWAY US 9W,,,PORT EWEN,NY,12466,5000,POINT (-73.978921005 41.909808699)
ULSTER,510571,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 7698,363,FOXHALL AVE,,,KINGSTON,NY,12401,5000,POINT (-74.000364092 41.937992346)
ULSTER,510531,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 5736,2,"RIVERVIEW DR, STE 4",,,MARLBORO,NY,12542,6000,POINT (-73.963833244 41.615918428)
ULSTER,510500,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6514,3139,RT 9W,,,SAUGERTIES,NY,12477,7500,POINT (-73.954671656 42.057536054)
ULSTER,510493,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR 9531,114,S MAIN ST,,,ELLENVILLE,NY,12428,7000,POINT (-74.395844664 41.716409527)
TOMPKINS,500181,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10064,9814,RT 96,,,TRUMANSBURG,NY,14886,3000,POINT (-76.67529309 42.548821695)
TIOGA,490078,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 10153,65,E RIVER RD,,,NICHOLS,NY,13812,0,POINT (-76.365874967 42.021138939)
TIOGA,490064,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6065,575,BROAD ST,,,WAVERLY,NY,14892,0,POINT (-76.528464023 42.002461335)
TIOGA,490056,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9051,1147,NYS RT 17C,,,OWEGO,NY,13827,3000,POINT (-76.231441142 42.097736542)
SULLIVAN,480273,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6295,1860,ST RT 52,,,LIBERTY,NY,12754,2500,POINT (-74.713369429 41.782006636)
STEUBEN,460239,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 7420,7078,STATE RTE 415,,,BATH,NY,14810,8700,POINT (-77.338444794 42.344210638)
STEUBEN,460207,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10186,187,MAIN ST,,,HORNELL,NY,14843,8000,POINT (-77.658811695 42.326358148)
STEUBEN,460203,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 7505,7183,ST RT 54 STE 101,,,BATH,NY,14810,9100,POINT (-77.307944557 42.350730417)
STEUBEN,460181,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6795,82,VICTORY HWY,,,PAINTED POST,NY,14870,6600,POINT (-77.10103778 42.170335181)
STEUBEN,460164,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9732,303,N LACKAWANNA ST,,,WAYLAND,NY,14572,7100,POINT (-77.590069025 42.573822356)
STEUBEN,460153,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9419,20,TUSCARORA ST,,,ADDISON,NY,14801,8500,POINT (-77.235655001 42.103731154)
STEUBEN,460131,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8446,54B,W MAIN ST,,,CANISTEO,NY,14823,6600,POINT (-77.606614147 42.274955205)
STEUBEN,460120,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8149,7451,SENECA RD N,,,HORNELL,NY,14843,8900,POINT (-77.666310984 42.3611451)
SENECA,450094,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6841,1328,WATERLOO GENEVA RD,,,WATERLOO,NY,13165,6900,POINT (-76.876773255 42.903192888)
SCHUYLER,440061,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6915,142,N CATHERINE ST,,,MONTOUR FALLS,NY,14865,0,POINT (-76.845954291 42.349900691)
SCHOHARIE,430064,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 7491,813,E MAIN ST,,,COBLESKILL,NY,12043,4000,POINT (-74.473255144 42.680912694)
SCHENECTADY,420277,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6270,154,SAGANDAGA RD,,,SCOTIA,NY,12302,7200,POINT (-73.970757515 42.834399659)
SCHENECTADY,420203,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8895,1008,STATE ST,,,SCHENECTADY,NY,12307,6000,POINT (-73.929389853 42.80275319)
SARATOGA,410486,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12932,104,SARATOGA AVE,,,S GLENS FALLS,NY,12803,9000,POINT (-73.637857844 43.291329235)
SARATOGA,410438,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11706,1,PRICE CHOPPER PLAZA,,,MECHANICVILLE,NY,12118,8900,POINT (-73.684279003 42.910122333)
SARATOGA,410291,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6872,417,PALMER AVE,,,CORINTH,NY,12822,7000,POINT (-73.819785711 43.246039214)
SARATOGA,410206,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8576,772,SARATOGA RD,,,BURNT HILLS,NY,12027,1500,POINT (-73.90283267 42.904709672)
ST. LAWRENCE,400309,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10656,124,W MAIN ST,,,GOVERNEUR,NY,13642,0,POINT (-75.474810682 44.333963853)
ST. LAWRENCE,400230,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6066,232,N MAIN ST,,,MASSENA,NY,13662,0,POINT (-74.900179419 44.942878063)
ST. LAWRENCE,400215,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9559,2,MALBY AVE,,,MASSENA,NY,13662,9300,POINT (-74.876750575 44.926998087)
ST. LAWRENCE,400213,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9582,5933,NYS HWY 11,,,CANTON,NY,13617,6500,POINT (-75.145080639 44.598484695)
ST. LAWRENCE,400212,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9558,7669,STATE HWY 68,,,OGDENSBURG,NY,13669,6161,POINT (-75.474187823 44.689319415)
OTSEGO,360170,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10942,188,E MAIN ST,,,RICHFIELD SPRINGS,NY,13439,8000,POINT (-74.981105437 42.852306563)
OTSEGO,360161,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10652,76,CHESTNUT ST,,,ONEONTA,NY,13820,2500,POINT (-75.065646654 42.454487985)
OSWEGO,350252,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11152,952,CAYUGA ST,,,HANNIBAL,NY,13074,8000,POINT (-76.578531897 43.319317248)
OSWEGO,350227,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10640,6124,N MAIN ST,,,SANDY CREEK,NY,13145,7000,POINT (-76.084575027 43.647518295)
OSWEGO,350209,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR 6437,3391,MAIN ST,,,MEXICO,NY,13114,7400,POINT (-76.240644807 43.459710438)
OSWEGO,350164,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6029,1573,STATE RT 49,,,CONSTANTIA,NY,13044,7100,POINT (-76.012585375 43.251506101)
OSWEGO,350132,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8596,126,CAYUGA ST,,,FULTON,NY,13069,5700,POINT (-76.416449107 43.324025112)
OSWEGO,350124,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8443,4913,N JEFFERSON ST,,,PULASKI,NY,13142,8000,POINT (-76.126348505 43.570138912)
ORLEANS,340098,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 5729,16684,RT 31,,,HOLLEY,NY,14470,7500,POINT (-78.039601724 43.226086429)
ORANGE,331387,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13753,16,RT 17K,,,NEWBURGH,NY,12550,7200,POINT (-74.051616245 41.50342214)
ORANGE,331381,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13706,191,JERSEY AVE,,,PORT JERVIS,NY,12771,7200,POINT (-74.686438877 41.366110305)
ORANGE,331374,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13496,280,RT 211 E,,,MIDDLETOWN,NY,10940,9043,POINT (-74.399724314 41.454382313)
ORANGE,331344,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13281,436,BLOOMING GROVE TPK,,,NEW WINDSOR,NY,12553,0,POINT (-74.038631755 41.464981894)
ORANGE,331337,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13210,65,DOLSON AVE,,,MIDDLETOWN,NY,10940,9677,POINT (-74.422198669 41.434087613)
ORANGE,331233,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12222,2,LAKES RD,,,MONROE,NY,10950,9500,POINT (-74.191404178 41.32809301)
ONTARIO,320247,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11107,86,S MAIN ST,,,MANCHESTER,NY,14504,7200,POINT (-77.231420883 42.963802094)
ONTARIO,320243,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL ST 10552,187,STATE RT 21,,,NAPLES,NY,14512,8250,POINT (-77.395952463 42.624527049)
ONTARIO,320187,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR 8308,74,WEST AVE,,,CANANDAIGUA,NY,14424,4000,POINT (-77.285254242 42.887434113)
ONONDAGA,311271,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 13168,606,BUTTERNUT ST,,,SYRACUSE,NY,13208,10000,POINT (-76.146050671 43.05978574)
ONONDAGA,311181,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8840,7999,STATE ROUTE 31,,,BRIDGEPORT,NY,13030,6000,POINT (-75.974246467 43.155274309)
ONONDAGA,310974,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10893,1160,STATE ROUTE 5,,,ELBRIDGE,NY,13060,7160,POINT (-76.423747817 43.038562426)
ONONDAGA,310955,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11033,7031,MANLIUS CENTER RD,,,EAST SYRACUSE,NY,13057,3000,POINT (-76.035358168 43.063340338)
ONONDAGA,310925,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11009,3535,JAMES ST,,,SYRACUSE,NY,13206,9300,POINT (-76.097719109 43.069863596)
ONONDAGA,310891,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10784,2512,RTE 11,,,LAFAYETTE,NY,13084,5000,POINT (-76.105078336 42.893172071)
ONONDAGA,310819,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10325,602,OLD LIVERPOOL RD,,,LIVERPOOL,NY,13088,6400,POINT (-76.190113833 43.090208319)
ONONDAGA,310752,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6404,475,ST RT 281,,,TULLY,NY,13159,7100,POINT (-76.122141125 42.794256812)
ONONDAGA,310707,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9576,7252,STATE FAIR BLVD,,,SYRACUSE,NY,13209,5900,POINT (-76.286186788 43.121104978)
ONONDAGA,310593,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 7940,709-729,N MAIN ST #721,,,NORTH SYRACUSE,NY,13212,6516,POINT (-76.128289502 43.144076715)
ONONDAGA,310592,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9030,6320,S SALINA ST,,,NEDROW,NY,13120,8250,POINT (-76.142963616 42.979011141)
ONONDAGA,310585,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8991,2909,MILTON AVE,,,SOLVAY,NY,13209,6000,POINT (-76.226273364 43.059747644)
ONONDAGA,310526,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8537,5501,BARTELL RD,,,BREWERTON,NY,13029,12000,POINT (-76.136271199 43.232814747)
ONEIDA,300731,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8903,13194,RT 12,,,BOONVILLE,NY,13309,8000,POINT (-75.319264771 43.477443402)
ONEIDA,300577,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11111,103,W MAIN ST,,,WATERVILLE,NY,13480,16500,POINT (-75.380384475 42.930941711)
ONEIDA,300531,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10537,95,STATE ST E,,,SHERRILL,NY,13461,8630,POINT (-75.591984408 43.074652596)
ONEIDA,300419,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR 9763,35,MAIN ST,,,CAMDEN,NY,13316,0,POINT (-75.747848368 43.334069575)
ONEIDA,300408,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6469,131,ORISKANY BLVD SUITE 7,,,WHITESBORO,NY,13492,6800,POINT (-75.293860228 43.119173117)
ONEIDA,300405,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6343,34,CHENANGO AVE,,,CLINTON,NY,13323,2000,POINT (-75.380163237 43.049223494)
ONEIDA,300365,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9428,8220,TURIN RD,,,ROME,NY,13440,6000,POINT (-75.461250065 43.257299427)
ONEIDA,300353,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9112,4464,PETERBORO ST S,,,VERNON,NY,13476,7800,POINT (-75.538847584 43.079205436)
ONEIDA,300321,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8559,801,BLACK RIVER BLVD N,,,ROME,NY,13440,7989,POINT (-75.448058748 43.219638818)
ONEIDA,300315,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8493,1,NEW HARTFORD SHOPPING CTR,STE F4,,NEW HARTFORD,NY,13413,7300,POINT (-75.295786893 43.075729)
NIAGARA,290552,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8306,384,TWIN CITY MEMORIAL HWY,,,NORTH TONAWANDA,NY,14120,9000,POINT (-78.861898781 43.033989888)
